tblalgemenegegevens.Naam,ID fietsenstalling,MCS_Code,MCS_Code fiets,MCS_Code fiets opmerking,tblintermodaliteitfietsenstalling.Naam,Positie,Betalend?,Toegangscontrole?,Afgesloten fietsenstalling,Type van afsluiting,Eigenaar terrein,Eigenaar derde,Kleine wegenis,Exploitant,Exploitant derde,Infrastructuur Type,spec andere type,Infrastructuur Type overkapping,spec andere overkapping,Infrastructuur opp overkapping,Infrastructuur Type verharding,spec andere verharding,Infrastructuur Opp verharding,Infrastructuur Type fietsrek,spec andere fietsrek,Bevestigingsbaar voor motos,Aantal plaatsen aan bevestigingsbaar voor motos,Infrastructuur Toestand,Plaatsen fietsen overdekt,Plaatsen fietsen openlucht,Plaatsen bakfiets overdekt,Plaatsen bakfiets openlucht,Plaatsen bromfiets overdekt,Plaatsen bromfiets openlucht,Plaatsen elektrische fiets overdekt,Plaatsen elektrische fiets openlucht,Plaatsen elektrische moto overdekt,Plaatsen elektrische moto openlucht,Plaatsen totaal,Plaatsen totaal fiets,Plaatsen totaal moto,Camerabewaking,voldoende verlichting,beheerder verlichting,weesfietsen,opmerking,schatting aantal,Mogelijkheid tot uitbreiding van de parking,Op terrein NMBS,Op terrein derden,Is er nood tot uitbreiding fietstenstallingen,Bekleding_vloer,Beperkte toegankelijkheid,Type van beperking,Aantal Ingangen,Aantal Uitgangen,Energiemeters aanwezig?,Milieu gevaarlijke installaties aanwezig?,Branddetectie aanwezig?,Lokaal van het waarschuwingsbord,Andere technische installaties,Aankondigingspaal parking aanwezig,Aankondigingspaal parking voorzien van verlichting,Aankondigingspaal parking voorzien aankonding vrij/volzet,Parkeerreglement aanwezig,Bord met tarificatie aanwezig,Signaletica op straat,Signaletica op de parking,Signaletica naar stationsgebouw of perron,Toestand uitrustingen,Type gevel,Oppervlakte beglazing,Type verlichting
Sclaigneaux ,567,41250045903,,,Emplacement vélos f1,N/A 1479,,,,,SNCB,,Nee,SNCB,,Parking extérieur,,Propre toit,,,Béton,,,Type SNCB,,,,Bon état,6,0,0,0,0,0,,0,0,0,,,0,,-1,Propre réseau,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,
Sclessin ,568,41250003901,,,Emplacement vélos f1,rue de l'hippodrome pied escalier quai2,0,,,,SNCB,,Nee,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,,Inconnu,0,6,0,0,0,0,0,0,0,0,6,6,0,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spa ,569,40440011705,,,Emplacement vélos f1,N/A 1502 - GAUCHE DE LA GARE,0,0,,,SNCB,,Nee,SNCB,,Abri couvert,,Auvent quai,,,Dalles béton,,,Type SNCB,,0,,Bon état,6,0,0,0,0,0,0,0,0,0,6,6,0,,,Eclairage propre,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Spa-geronstere ,570,40440012501,,,Emplacement vélos f1,N/A 1503,,,,,SNCB,,Nee,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,Propre réseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statte ,571,41250031616,,,Emplacement vélos f1,place de la gare,,,,,SNCB,,Nee,SNCB,,Abri couvert,,Autres,,,,,,,,,,Inconnu,0,12,0,0,0,0,,0,0,0,,,0,,-1,Propre réseau,,,,,,,,,,,,,,,,,,,0,,,,0,,1,,,,
Saint-Denis-Bovesse,572,41610051001,,,Emplacement vélos f1,N/A 1468,0,0,,,SNCB,,Nee,SNCB,,Parking extérieur,,Propre toit,,,Asphalte,,,Type SNCB,,,,Moyen,12,0,0,0,0,0,,0,0,0,,,0,,-1,Inconnu,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,
Stockem ,573,41620192101,,,Emplacement vélos f1,N/A 1507 accès voie 1,-1,-1,0,,SNCB,,Nee,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,0,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,Inconnu,,,,,,,,,,,1,,,,,,,0,,,0,,0,,1,,,,
Sy ,574,40430033001,,,Emplacement vélos f1,quai 1,,,,,SNCB,,Non,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theux ,575,40440004201,,,Emplacement vélos f1,Sur accès piéton via PN vers quai 1,,,,,SNCB,,Nee,,,Abri couvert,,Type Standard 1 (arc),,,Béton,,,Type SNCB,,0,,Bon état,6,0,0,0,0,0,0,0,0,0,6,6,0,,,Propre réseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilff ,576,40430006605,,,Emplacement vélos f1,entrée rue angleur,0,,,,SNCB,,Nee,SNCB,,À l'air libre,,,,,Gravier,,,Type SNCB,,0,,Inconnu,0,12,0,0,0,0,0,0,0,0,12,12,0,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trois-ponts ,577,40420054602,,,Emplacement vélos f1,N/A 1539,,,,,SNCB,,Nee,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trooz ,578,40370110901,,,Emplacement vélos f1,Accès entrée quai 1,,,,,SNCB,,Non,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verviers-central ,579,40370124502,,,Emplacement vélos f1,parking voitures + voie 5,1,,,,SNCB,,Non,B-Parking (SNCB),,Abri couvert,,Plaques transparentes,,,Dalles béton,,,Type SNCB,,0,,Inconnu,24,0,0,0,20,0,0,0,0,0,44,24,20,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verviers-palais ,580,40370125501,,,Emplacement vélos f1,Rue de la banque accès quai 1,,,,,Infrabel,,Non,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vielsalm,581,40420066601,,,Emplacement vélos f1,Devant la gare,0,,,,SNCB,,Nee,,,Parking extérieur,,Propre toit,,,Dalles béton,,,Type SNCB,,0,,Bon état,12,0,0,0,0,0,0,0,0,0,12,12,0,,,Inconnu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virton ,582,41650117001,,,Emplacement vélos f1,N/A 1566 - à droite du BV,0,0,0,,SNCB,,Nee,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,0,0,Bon état,6,0,0,0,0,0,0,0,0,0,6,6,0,,-1,Eclairage propre,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,1,,,,
Vise ,583,40400015719,,,Emplacement vélos f1,"Devant BV Avenue du pont
Devant la gare rue Marechal Foch",0,0,,,SNCB,,Non,SNCB,,Abri couvert,,Autre,,16,Asphalte,,,Type SNCB,,0,,Bon état,12,0,0,0,0,0,0,0,0,0,12,12,0,,,Eclairage propre,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Viville ,584,41620192103,,,Emplacement vélos f1,N/A 1568 côté voie 1,0,0,0,,SNCB,,Nee,SNCB,,À l'air libre,,,,,Dalles béton,,,Type SNCB,,0,0,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,Inconnu,,,,,,,,,,,1,,,,,,,0,,,0,,0,,0,,,,
Voroux ,585,40360088201,,,Emplacement vélos f1,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,pas d'abris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waremme ,586,40360074909,,,Emplacement vélos f1,Rue du vicinal accès voie 4,0,0,,,SNCB,,Nee,SNCB,,À l'air libre,,,,,Dalles béton,,7,Type SNCB,,0,,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Eclairage propre,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Wavre ,587,41390023002,,,Emplacement vélos f1,N/A 1577 - DERRIERE GARE,0,0,,,SNCB,,Nee,SNCB,,Places couvertes,,Propre toit,,,Béton,,,Type SNCB,,0,0,À surveiller,24,0,0,0,0,0,0,0,0,0,24,24,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,0,,1,,,,
Welkenraedt ,588,40370137832,,,Emplacement vélos f1,N/A 1581 - A droite du BV,0,0,,,SNCB,,Nee,SNCB,,Parking extérieur,,Propre toit,,,,,,Type SNCB,,0,,Inconnu,24,0,0,0,6,0,0,0,0,0,30,24,6,,,Eclairage propre,,,,,,,1,,,,,,,,,,,,,,,,0,0,,,,,
Yvoir ,589,41540081001,,,Emplacement vélos f1,VOIE 1 parking fermé,0,-1,,,SNCB,,Nee,B-Parking (SNCB),,Abri couvert,accès par clé par préposé infrabel,Autres,,,,,,Type SNCB,,,,Inconnu,12,0,0,0,4,0,,0,0,0,,,4,,-1,Propre réseau,,,,,,,,,,,,,,,,,,,0,,,,1,,1,,,,
Chaudfontaine ,590,40370107202,,,Emplacement vélos f1,,,,,Zone verte,,,,,,À l'air libre,,,,,Béton,,,Type SNCB,,0,,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acren,591,50900050001,,,Emplacement vélos f1,Quai 2,0,0,0,,Ville/Commune,,,SNCB ,,À l'air libre,,0,,,Gravier,,8,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Aiseau,592,51300084001,,,Emplacement vélos f1,,,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Antoing ,593,50780081802,,,Emplacement vélos f1,A côté du BV quai 1,0,0,0,,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,2.5x4.5,11,Gravier,,,Type SNCB,,0,0,Bon état,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Ath ,594,50940052004,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,,100,Béton,,,Support cycle,,1,8,Bon état,84,0,0,0,8,0,0,0,0,0,92,84,8,0,-1,,0,,,,,,1,,,,2,,,,,,,0,,,0,,1,,0,,,,
Auvelais ,595,51300079602,,,Emplacement vélos f1,Abri à côté du BV,0,,1,abri,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,,,Klinkers,,,Type SNCB,,0,0,Bon,20,0,0,0,0,0,0,0,0,0,20,20,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Beignee ,596,51320075901,,,Emplacement vélos f1,Quai 1,0,0,0,Neant,SNCB ,,,SNCB ,,Parking extérieur,,,,,Klinkers,,3,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,,,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Berzee ,597,51320082201,,,Emplacement vélos f1,Quai 1,0,,1,plot béton,SNCB ,,,SNCB ,,Parking extérieur,,,,,Asphalte,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Binche ,598,51080021101,,,Emplacement vélos f1,,0,,0,,,,,,,À l'air libre,,Autre,air libre,,Asphalte,,,Type SNCB,,0,0,Bon,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,"rack vélo installé entre parking et quai 1 à côté du TVM en attendant de le remettre à son ancien emplacement sous la marquise quai 1 qui est interdite d'accès,",,,,,0,,,,0,,,,,,,0,,,0,,1,,0,,,,
Blaton ,599,50780063903,,,Emplacement vélos f1,Abri à côté du BV,0,0,0,,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,,,Dalles béton,,,Type SNCB,,0,0,Bon,40,0,0,0,0,0,0,0,0,0,40,40,0,0,-1,,0,,,,,,0,,,,1,,,,,,,0,,,0,,,,0,,,,
Boussu ,600,50970050404,,,Emplacement vélos f1,Parking à côté du BV,0,0,0,,SNCB ,,,SNCB ,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,À surveiller,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Bracquegnies ,601,51180025301,,,Emplacement vélos f1,Place de stationnement,0,0,0,ouvert,Ville/Commune,,,SNCB ,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,0,-1,Réseau de ville,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Braine-l'alleud ,602,51240018703,,,Emplacement vélos f1,"Station Shell, sortie CSV",0,,1,cloture,Infrabel,,,SNCB ,,Places couvertes,,Propre toit,,58,Asphalte,,58,Type SNCB,,1,20,Très bon,41,0,0,0,10,0,0,0,0,0,51,41,10,,-1,,,,,,,,0,,,,1,,,,,,,1,1,,1,,1,,0,,,,
Braine-le-comte ,603,50960029001,,,Emplacement vélos f1,Abri à côté du BV,0,0,1,Clôture + toiture métallique ,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,,,,,,Type SNCB,,0,0,Bon,70,0,0,0,0,0,0,0,0,0,70,70,0,-1,-1,Propre réseau,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Brugelette ,604,50901056001,,,Emplacement vélos f1,PN Quai 1,0,0,0,,SNCB ,,,SNCB ,,À l'air libre,,,,,Gravier,,8,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Callenelle ,605,50780076101,,,Emplacement vélos f1,Au pied du pont,0,0,0,,SNCB ,,,SNCB ,,Parking extérieur,,,,,Autre,Terre,8,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Cambron-casteau ,606,50901055008,,,Emplacement vélos f1,PN Quai 2,0,,0,,SNCB ,,,SNCB ,,Parking extérieur,,,,,Gravier,,8,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Carnieres ,607,51120013701,,,Emplacement vélos f1,Quai 2,0,,0,,SNCB ,,,SNCB ,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,A côté du TVM,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Ceroux-mousty ,608,51400030401,,,Emplacement vélos f1,En face du Quai 1,0,,0,Néant,SNCB ,,,SNCB ,,Parking extérieur,,,,8,Asphalte,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Charleroi-ouest ,609,51400064101,,,Emplacement vélos f1,,0,,0,Néant,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Charleroi-sud ,610,51240056002,,,Emplacement vélos f1,Abri vélos sécurisé quai 1,0,0,1,abri,SNCB ,,,SNCB ,,Dans bâtiment,,Dans un bâtiment,,,Klinkers,,,Type SNCB,,1,20,Très bon,40,0,0,0,20,0,0,0,0,0,60,40,20,,-1,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,1,,,,
Chatelet ,611,51300090141,,,Emplacement vélos f1,Sous marquise ,0,,0,batiment,SNCB ,,,SNCB ,,Places couvertes,,En dessous d'un auvent d'un bâtiment,,,,,,Type SNCB,,0,0,Bon état,10,0,0,0,0,0,0,0,0,0,10,10,0,,-1,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,1,,,,
Couillet ,612,51300094301,,,Emplacement vélos f1,,0,,0,batiment,SNCB ,,,SNCB ,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Courcelles-motte ,613,51240046901,512400469020,,Emplacement vélos f1,Râteliers sous auvent quai 1,0,,1,cloture,SNCB ,,Oui,Ville/Commune,,Places couvertes,,En dessous d'un auvent d'un bâtiment,,100,Béton,dalle beton,15,Type SNCB,,0,0,Bon,10,0,0,0,0,0,0,0,0,0,10,10,0,,-1,Réseau de ville,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Cour-sur-heure ,614,51320079801,,,Emplacement vélos f1,Côté du PN,0,0,0,Neant,Infrabel,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Court-saint-etienne,615,51400032101,,,Emplacement vélos f1,Face du quai 2,0,,0,Néant,SNCB ,,,SNCB ,,Parking extérieur,,,,8,,,,Type SNCB,,0,0,À surveiller,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Couvin ,616,51340005005,,,Emplacement vélos f1,Trottoir devant gare,0,,1,Sous abris,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,,,Klinkers,,,Type SNCB,,0,0,Très bon,10,0,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Ecaussinnes ,617,51170035401,,,Emplacement vélos f1,Quai 2,-1,0,0,,SNCB ,,,Ville ,,Places couvertes,,Propre toit,,62,Dalles béton,,,Type SNCB,,0,0,Bon,30,0,0,0,0,0,0,0,0,0,30,30,0,,,,,,,,,,0,,,,2,,,,,,,1,,,0,,1,,0,,,,
Edingen,618,50940029003,,,Emplacement vélos f1,Parking côté Batiment voyageur,0,0,1,,SNCB ,,,SNCB ,,Places couvertes,,En dessous d'un auvent d'un bâtiment,,220,Klinkers,,,Type SNCB,,1,16,Bon état,102,0,0,0,8,0,0,0,0,0,110,102,8,-1,-1,Propre réseau,0,Saturé,,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Erbisoeul ,619,50960051201,,,Emplacement vélos f1,Quai 1,0,,0,,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,,,Gravier,,,Type SNCB,,0,0,Bon,10,10,0,0,0,0,0,0,0,0,20,20,0,,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Erquelinnes ,620,51302126104,,,Emplacement vélos f1,Parking côté quai 1,0,0,1,abri,SNCB ,,,SNCB ,,Places couvertes,,Propre toit,,,Klinkers,,,Type SNCB,,0,0,Très bon,10,0,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,1,,,,
Erquelinnes-village ,621,51302124401,,,Emplacement vélos f1,Quai 1,0,,0,,SNCB ,,,SNCB ,,Parking extérieur,,,,,Dalles béton,,,Type SNCB,,0,0,Bon état,0,6,0,0,0,0,0,0,0,0,6,6,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Familleureux ,622,51170041401,,,Emplacement vélos f1,Quai 1,0,,0,ouvert,SNCB ,,,SNCB ,,Parking extérieur,,,,,Klinkers,,,Type SNCB,,1,5,Moyen,0,10,0,0,0,5,0,0,0,0,15,10,5,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Farciennes ,623,51300086801,,,Emplacement vélos f1,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,0,,,,,,,0,,,0,,0,,0,,,,
Faux ,624,51400035202,,,Emplacement vélos f1,Le long du Quai 2,0,,0,Néant,SNCB,,,SNCB,,Parking extérieur,,,,8,Gravier,,,Type SNCB,,0,0,À surveiller,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Fleurus ,625,51400052601,,,Emplacement vélos f1,Abri quai 1,0,,0,Néant,SNCB,,,SNCB,,Abri couvert,,Propre toit,,20,Dalles béton,,,Type SNCB,,1,8,À surveiller,10,0,0,0,5,0,0,0,0,0,15,10,5,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Fontaine-valmont ,626,51302118601,,,Emplacement vélos f1,Quai 1,0,,0,,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Forchies ,627,51120007301,,,Emplacement vélos f1,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Frameries ,628,50960067002,,,Emplacement vélos f1,Abri à côté du BV,0,-1,1,cloture,SNCB,,,Ville/Commune,,Places couvertes,,Propre toit,,,Dalles béton,,,Type SNCB,,0,0,Bon,10,0,0,0,0,0,0,0,0,0,10,10,0,-1,-1,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Froyennes ,629,50940085001,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,À l'air libre,,,,,Gravier,,8,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Genly ,630,50960069001,,,Emplacement vélos f1,PN Quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Ghlin ,631,50960054001,,,Emplacement vélos f1,,0,0,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,1,,,,,,,0,,,0,,0,,0,,,,
Godarville ,632,51170048103,,,Emplacement vélos f1,,0,,0,cloture / haie,,,,,,,,,,,,,,,,0,0,Bon état,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Gouy-lez-pieton ,633,51170051101,,,Emplacement vélos f1,,0,,0,cloture,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Hainin ,634,50970052501,,,Emplacement vélos f1,Sur pont ,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Ham-sur-heure ,635,51320077401,,,Emplacement vélos f1,Quai 2,0,0,1,Sous abris,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,1,3,Moyen,10,0,0,0,6,0,0,0,0,0,16,10,6,,,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Harchies ,636,50780060501,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Havre ,637,51180030001,,,Emplacement vélos f1,Quai 1,0,0,0,ouvert,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,0,0,Moyen,10,0,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Hennuyeres ,638,50960024003,,,Emplacement vélos f1,Quai 1 et 2,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,1,6,Moyen,16,0,0,0,0,0,0,0,0,0,16,16,0,,,,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Herseaux ,639,50751057005,,,Emplacement vélos f1,Râteliers côté PN,0,0,0,,SNCB,,,SNCB,,À l'air libre,,,,,Dalles béton,,8,Type SNCB,,0,0,Bon état,0,10,0,0,0,0,0,0,0,0,10,10,0,-1,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Houraing ,640,50900053001,,,Emplacement vélos f1,,0,0,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"Pas d'abri vélos, pas de place",,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Hourpes ,641,51302108501,,,Emplacement vélos f1,,,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Jamioulx ,642,51320073201,,,Emplacement vélos f1,Quai 2,0,0,0,Neant,SNCB,,,SNCB,,Parking extérieur,,Type Standard 1 (arc),,,,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Jemappes ,643,50970044403,,,Emplacement vélos f1,Sortie du CSV quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Jurbise ,644,50960048001,,,Emplacement vélos f1,Quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,Auvent quai,,,Dalles béton,,,Type SNCB,,1,4,Bon,20,0,0,0,0,0,0,0,0,0,20,20,0,0,-1,Propre réseau,0,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Labuissiere,645,51302120601,,,Emplacement vélos f1,PN Quai 1,0,,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Gravier,,,Type SNCB,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
La louviere-centre ,646,51160006902,,,Emplacement vélos f1,Abri sur parking,0,,0,,SNCB,,,SNCB,,Abri couvert,,Propre toit,,80,Dalles béton,,,Type SNCB,,0,0,Bon état,52,0,4,0,0,0,0,0,0,0,56,56,0,,-1,,,,,,,,0,,,,2,,,,,,,0,,,0,,1,,1,,,,
La louviere-sud ,647,51120017601,,,Emplacement vélos f1,Quai 1,-1,,0,,SNCB,SNCB/Ville,,SNCB,,Abri couvert,,Propre toit,,72,Dalles béton,,,Type SNCB,,1,12,Très bon,33,0,0,0,12,0,0,0,0,0,45,33,12,,,,,cages vélos ville (8 plus 6),,,,,0,,,,2,,,,,,,0,,,0,,1,,1,,,,
