tblalgemenegegevens.Naam,ID fietsenstalling,MCS_Code,MCS_Code fiets,MCS_Code fiets opmerking,tblintermodaliteitfietsenstalling.Naam,Positie,Betalend?,Toegangscontrole?,Afgesloten fietsenstalling,Type van afsluiting,Eigenaar terrein,Eigenaar derde,Kleine wegenis,Exploitant,Exploitant derde,Infrastructuur Type,spec andere type,Infrastructuur Type overkapping,spec andere overkapping,Infrastructuur opp overkapping,Infrastructuur Type verharding,spec andere verharding,Infrastructuur Opp verharding,Infrastructuur Type fietsrek,spec andere fietsrek,Bevestigingsbaar voor motos,Aantal plaatsen aan bevestigingsbaar voor motos,Infrastructuur Toestand,Plaatsen fietsen overdekt,Plaatsen fietsen openlucht,Plaatsen bakfiets overdekt,Plaatsen bakfiets openlucht,Plaatsen bromfiets overdekt,Plaatsen bromfiets openlucht,Plaatsen elektrische fiets overdekt,Plaatsen elektrische fiets openlucht,Plaatsen elektrische moto overdekt,Plaatsen elektrische moto openlucht,Plaatsen totaal,Plaatsen totaal fiets,Plaatsen totaal moto,Camerabewaking,voldoende verlichting,beheerder verlichting,weesfietsen,opmerking,schatting aantal,Mogelijkheid tot uitbreiding van de parking,Op terrein NMBS,Op terrein derden,Is er nood tot uitbreiding fietstenstallingen,Bekleding_vloer,Beperkte toegankelijkheid,Type van beperking,Aantal Ingangen,Aantal Uitgangen,Energiemeters aanwezig?,Milieu gevaarlijke installaties aanwezig?,Branddetectie aanwezig?,Lokaal van het waarschuwingsbord,Andere technische installaties,Aankondigingspaal parking aanwezig,Aankondigingspaal parking voorzien van verlichting,Aankondigingspaal parking voorzien aankonding vrij/volzet,Parkeerreglement aanwezig,Bord met tarificatie aanwezig,Signaletica op straat,Signaletica op de parking,Signaletica naar stationsgebouw of perron,Toestand uitrustingen,Type gevel,Oppervlakte beglazing,Type verlichting
Testelt ,985,20350082010,20350082009,,Fietsenstalling f2,"F2 - overzijde sporen, bij onderdoorgang",0,0,,,NMBS,,,Stad,,Open lucht,,Eigen overkapping,,40,,,,Type NMBS,,0,,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,,1,NMBS,,Bezetting > 100 %,,Ja en gemiddeld,,,,,,,,,,,,,,,,,,,,,,,,,
Tielen ,986,20290034512,,,Fietsenstalling f2,F2 - tussen parking A1 en Steenweg,0,0,0,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,0,0,Goede staat,77,0,0,0,4,0,0,0,0,0,81,77,4,,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,1,1,,0,,,,,,,,
Tielen ,987,20290034512,,,Fietsenstalling f3,"F3 - overzijde sporen, bij onderdoorgang",0,0,0,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,0,0,Goede staat,50,0,0,0,4,0,0,0,0,0,54,50,4,,1,NMBS,,Bezetting > 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,1,1,,0,,,,,,,,
Tielen ,988,20290034512,,,Fietsenstalling f4,F4 - stationsplein,0,0,0,,NMBS,,,NMBS,,Open lucht,,Eigen overkapping,,,,,,Type NMBS,,0,0,,172,0,0,0,0,0,0,0,0,0,172,172,0,,1,Stadsnet,,Bezetting < 90 %,,Ja en gemiddeld,,,,,,,,,,,,,,1,1,,0,,,,,,,,
Tienen ,989,20360048018,203600480…,,Fietsenstalling f4,F4 - busplein,0,0,0,,NMBS,,,Stad/Gemeente,,Openlucht,,,In gebouw,,Betonstraatstenen,,,Wielklemmen + hoge stang,,0,,Tussenkomst nodig,0,168,0,0,0,0,0,0,0,0,168,168,0,,1,NMBS,0,"Bezetting < 90 %
Blue bikes 12 plaatsen voorzien",,Moeilijk,,,,,,,,,,,,,,0,-1,0,0,0,0,0,,,,,
Tienen ,990,20360048018,203600480…,,Fietsenstalling f2,"F2 - overzijde sporen, bij onderdoorgang",0,0,,,NMBS,,,Stad,,Overdekt,,Luifel aan gebouw,,,Klinkers,,,Type NMBS,,0,,Goede staat,54,0,0,0,0,0,0,0,0,0,54,54,0,0,1,NMBS,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,-1,-1,0,0,0,,,,,,,
Tienen ,991,20360048018,203600480…,,Fietsenstalling f3,F3 - op perron 1,0,0,,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,Klinkers,,,,,0,,Goede staat,8,6,0,0,0,0,0,0,0,0,14,14,0,-1,1,NMBS - Verlichting via het perron,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Tongeren ,992,20340027012,,,Fietsenstalling F1,F1 - Zagerijstraat,0,0,,,NMBS,,,NMBS,,Open lucht,,,,,Betonstraatstenen,,,Type NMBS,,0,,Te controleren,0,54,0,0,0,0,0,0,0,0,54,54,0,,1,Gemengde verlichting,,"Bezetting < 90 %

 54 fietsenrekken + 18 blue-bikes = 72 fietsen",,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Tongeren ,993,20340027012,,,Fietsenparking F2,F2 - Zagerijstraat,0,0,,,NMBS,,,NMBS,,Overdekt,,Volle platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,,Te controleren,27,0,0,0,0,0,0,0,0,0,27,27,0,,0,,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Turnhout ,994,20290043912,,,Fietsenstalling f3,"F3 - Stationsstraat, voor goederenloods",0,0,0,,Stad/Gemeente,,,Stad,,Open lucht,,,,,,,,Wielklemmen laag,,0,0,Te controleren,0,50,0,0,0,0,0,0,0,0,50,50,0,,1,Stadsnet,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,1,1,,0,,,,,,,,
Turnhout ,995,20290043912,20290043911,,Fietsenstalling f2,F2 - naast perron 2,0,0,0,,NMBS,,,NMBS,,Openlucht,,Standaardtype 2,,,Klinkers,,,Type NMBS,,0,0,Goede staat,460,0,0,0,18,0,0,0,0,0,478,460,18,,1,NMBS - Verlichting via het perron,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,1,1,,0,,,,,,,,
Turnhout ,996,20290043912,,,Fietsenstalling f4,F4 - Bluebike,1,,0,,NMBS,,,Andere,Bluebike,,,,,,,,,,,0,0,,0,12,0,0,0,0,0,0,0,0,12,12,0,,,,,Bezetting > 90 % en < 100 %,,Moeilijk,,,,,,,,,,,,,,1,1,,0,,,,,,,,
Veltem ,997,20360021014,,,Fietsenstalling f2,F2 - Stationsstraat,0,0,,,NMBS,,,NMBS,,Overdekt,,Andere,,,Andere,Dolomiet,,Type NMBS,,0,,Goede staat,70,0,0,0,7,0,0,0,0,0,77,70,7,,1,NMBS,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Vertrijk ,998,20360041008,,,Fietsenstalling f2,"F2 -stationstraat- overzijde sporen, bij parking A1",0,0,,,NMBS,,,NMBS,,Open lucht,,,,,,,,Type NMBS,,0,,Goede staat,52,0,0,0,0,0,0,0,0,0,52,52,0,,1,NMBS,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Vilvoorde ,999,20250009423,,,Fietsenstalling F2,F2 - Benoit Hanssenlaan,1,1,0,Groenzone,NMBS,,Nee,Fietspunt,,Openlucht,,,,,Klinkers,,,Type NMBS,,0,0,Goede staat,0,284,0,0,0,0,0,0,0,0,284,284,0,,1,Eigen net,,,,Moeilijk,,,,,,,,,,,,,,0,0,,0,,,,,,,,
Vilvoorde ,1000,20250009423,,,Fietsenstalling F3,F3 - aan busperrons,0,0,-1,Hek,NMBS,,Nee,Fietspunt,,Openlucht,,,,,Asfalt,,,Type NMBS,,0,0,Goede staat,0,108,0,0,0,0,0,0,0,0,108,108,0,,1,Eigen net,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,1,1,,,,,,0,0,,0,,,,,,,,
Vilvoorde ,1001,20250009423,20250009414,,Fietsenstalling F5,F5 - onder spoorbedding,-1,-1,-1,Hek,NMBS,,Nee,NMBS,,Overdekt (luifel),,Onderdoorgang,,,Beton,,,Wielklemmen laag,,0,0,Goede staat,55,0,0,0,0,0,0,0,0,0,55,55,0,,1,Stadsnet,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,0,0,,0,,,,,,,,
Vilvoorde ,1002,20250009423,,,Fietsenstalling F4,F4 - op parking achteraan,0,0,0,,NMBS,,Ja,Fietspunt,,Openlucht,,,,,Klinkers,,,Type NMBS,,0,0,Goede staat,0,68,0,0,0,0,0,0,0,0,68,68,0,-1,1,Stadsnet,,,,Moeilijk,,,,,,,1,1,,,,,,0,0,,0,,,,,,,,
Vilvoorde ,1003,20250009423,,,Fietsenstalling F6,F6 - Blue Bike,,,0,,NMBS,,Nee,Fietspunt,,Openlucht,,,,,Beton,,,Type NMBS,,0,0,,0,26,0,0,0,0,0,0,0,0,26,26,0,-1,-1,Eigen net,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,,
Weerde ,1004,20250015815,,,Fietsenstalling f3,F3 - stationsplein,0,0,0,,NMBS,,,NMBS,,Open lucht,,,,,,,,Wielklemmen laag,,1,8,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,1,Stadsnet,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,1,1,,0,,1,,,,,,
Weerde ,1005,20250015815,,,Fietsenstalling f2,"F2 - Heidestraat, bij onderdoorgang",0,0,0,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,1,8,Goede staat,40,0,0,0,6,0,0,0,0,0,46,40,6,,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,1,1,,0,,1,,,,,,
Wespelaar-tildonk ,1006,20530053013,,,Fietsenstalling f2,F2 - Perron richting Leuven,0,0,,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,0,,Goede staat,180,0,0,0,0,0,0,0,0,0,180,180,0,,1,NMBS,,"Bezetting < 90 %
Er is een fietspomp aanwezig.",,Ja en gemiddeld,,,,,,,,,,,,,,,,,,,,,,,,,
Wezemaal ,1007,20350099013,203500990008,,Fietsenstalling f2,F2 - Kruisboogstraat,0,0,,,NMBS,,,NMBS,,Open lucht,,,,,Steenslag,,,Type NMBS,,0,,Goede staat,0,312,0,0,0,0,0,0,0,0,312,312,0,,1,Stadsnet,,Bezetting > 90 % en < 100 %,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
Wijgmaal ,1008,20530059005,,,Fietsenstalling f2a,F2 - overzijde sporen (open),0,0,,,NMBS,,,NMBS,,Open lucht,,,,50,,,,Type NMBS,,0,,Goede staat,0,72,0,0,0,0,0,0,0,0,72,72,0,,1,NMBS - Verlichting via het perron,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Wijgmaal ,1009,20530059005,,,Fietsenstalling f2b,F2 - overzijde sporen (overdekt),0,0,,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,25,,,,Wielklemmen laag,,0,,Goede staat,20,0,0,0,0,0,0,0,0,0,20,20,0,,1,NMBS,,Bezetting > 100 %,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
Wijgmaal ,1010,20530059005,,,Fietsenstalling f1a,F1 - rechts van stationsgebouw,0,0,,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,56,,,,Wielklemmen laag,,0,,Te controleren,55,12,0,0,0,0,0,0,0,0,67,67,0,,1,NMBS,,Bezetting > 100 %,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
Wijgmaal ,1011,20530059005,,,Fietsenstalling f1b,F1 - rechts van stationsgebouw - voor overkapping,0,0,,,NMBS,,,NMBS,,Overdekt (luifel),,,,40,Betonstraatstenen,,,,,0,,Goede staat,0,36,0,0,0,0,0,0,0,0,36,36,0,,,,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,,,,,,0,,0,,,,
Wildert ,1012,20120070506,,,Fietsenstalling f2,F2 - Sint Jansstraat kant perron 1,0,0,0,,NMBS,,Nee,NMBS,,Overdekt,,Eigen overkapping,,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,78,0,0,0,0,0,0,0,0,0,78,78,0,,1,Stadsnet,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,1,1,,,,,,1,1,,0,,0,,,,,,
Zaventem ,1013,20360010114,,,Fietsenstalling f2,"F2 - Heldenplein, glazen box",0,,,,NMBS,,Ja,NMBS,,Fietsgebouw,,Fietsgebouw,,,,,,Type NMBS,,0,0,Goede staat,210,0,0,0,0,0,0,0,0,0,210,210,0,1,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
Zaventem ,1014,20360010114,,,Fietsenstalling f3,F3 - Parklaan,0,0,,,NMBS,,Nee,NMBS,,Open lucht,,,,,,,,Type NMBS,,0,,Goede staat,0,50,0,0,0,9,0,0,0,0,59,50,9,,1,Stadsnet,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Zichem ,1015,20350079011,20350079010,,Fietsenstalling f2,"F2 - rechts van stationsgebouw, bij parking A2",0,0,,,NMBS,,Ja,Stad/Gemeente,,Overdekt,,Eigen overkapping,,65,Klinkers,,,Type NMBS,,0,,Goede staat,68,0,0,0,8,0,0,0,0,0,76,68,8,,1,NMBS,,Bezetting > 100 %,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
Zwijndrecht ,1016,20590009519,,,Fietsenstalling f2,"F2 - Statiestraat, bij parking C2",0,0,0,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,Klinkers,,,Wielklemmen laag,,0,0,Tussenkomst nodig,68,0,2,0,4,0,0,0,0,0,74,70,4,,1,Stadsnet,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,1,1,,,,,,1,1,,0,,0,,,,,,
Temse,1017,30540025603,,,Fietsenstalling f2,links van stationsgebouw,,,1,borstwering en metselwerk muren,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 3,,60,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,,-1,Eigen net,0,,0,,,,,,,,4,,,,,,,1,,,0,,,,,,,,
Ath ,1018,50940052004,,,Emplacement vélos f2,Parking Loco,0,0,0,,SNCB ,,,SNCB ,,Abri couvert,,Propre toit,,40,Klinkers,,,Type SNCB,,1,8,Bon état,32,0,0,0,0,0,0,0,0,0,32,32,0,0,-1,,0,,,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Braine-l'alleud ,1019,51240018703,,,Emplacement vélos f2,Abri côté BV,0,0,1,cloture,Infrabel,,,SNCB ,,Places couvertes,,Propre toit,,65,Klinkers,,65,Type SNCB,,1,20,Très bon,22,0,0,0,20,0,0,0,0,0,42,22,20,,,,,,,,,,0,,,,1,,,,,,,1,1,,1,,1,,0,,,,
Ceroux-mousty ,1020,51400030401,,,Emplacement vélos f2,Râteliers Commune,0,,0,Néant,Ville/Commune,,,Ville/Commune,,Parking extérieur,,,,,,,,Support cycle,,0,0,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,1,0,,0,,0,,0,,,,
Chatelet ,1021,51300090141,,,Emplacement vélos f2,Sur place de stationnement,0,,0,batiment,Ville/Commune,,,Ville/Commune,,Parking extérieur,,,,,,,,Support cycle,,0,0,Moyen,0,8,0,0,0,0,0,0,0,0,8,8,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,1,,,,
Ecaussinnes ,1022,51170035401,,,Emplacement vélos f2,Devant la gare,0,,0,,SNCB ,,,Ville ,,Parking extérieur,,,,,,,,Support cycle,,0,0,moyen,0,8,0,0,0,0,0,0,0,0,8,8,0,,,,,,,,,,0,,,,2,,,,,,,1,,,0,,1,,0,,,,
Edingen,1023,50940029003,,,Emplacement vélos f2,"Parking côté voies accessoires, Parking P2",0,0,1,,SNCB ,,,SNCB ,,Places couvertes,,Couverture propre,,40,Asphalte,,,Type SNCB,,1,16,Bon état,20,0,0,0,8,0,0,0,0,0,28,20,8,-1,0,,0,"Saturé
Eclairage indirecte via rue, CSV",,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Familleureux ,1024,51170041401,,,Emplacement vélos f2,Parking quai 1,0,,0,ouvert,Ville/Commune,,,Ville/Commune,,Parking extérieur,,,,,,,,Support cycle,,1,5,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Hennuyeres ,1025,50960024003,,,Emplacement vélos f2,Quai I (BV),0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,1,6,Très bon,6,0,0,0,6,0,0,0,0,0,12,6,6,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Herseaux ,1026,50751057005,,,Emplacement vélos f2,Râteliers sur parking,0,0,0,,Ville/Commune,,,Ville/Commune,,Abri couvert,,Propre toit,,,Béton,,,Support cycle,,0,0,À surveiller,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,,0,,,,,,0,,,,1,,,,,,,0,,,0,,0,,0,,,,
Jurbise ,1027,50960048001,,,Emplacement vélos f2,Place de stationnement,0,0,0,,Ville/Commune,,,Ville/Commune,,Parking extérieur,,,,,,,,Autre,,1,4,Mauvais,0,76,0,0,0,0,0,0,0,0,76,76,0,0,0,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
La louviere-centre ,1028,51160006902,,,Emplacement vélos f2,Abri côté voies accessoires,0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,0,0,Très bon,10,0,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,2,,,,,,,0,,,0,,1,,1,,,,
La louviere-sud ,1029,51120017601,,,Emplacement vélos f2,Box vélo Ville (Quai1),0,1,0,,Ville/Commune,,,Ville/Commune,,Places couvertes,,Propre toit,,,,,,Autre,,1,12,Très bon,14,0,0,0,0,0,0,0,0,0,14,14,0,,,,,,,,,,0,,,,2,,,,,,,0,,,0,,1,,1,,,,
Leuze ,1030,50940064001,,,,,0,,0,,,,,,,,,,,,,,,,,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,,,0,,,,
Mons ,1031,50960060012,,,Emplacement vélos f2,Parking vélos P4(Charles-Quint),0,,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,Type SNCB,,1,16,,82,0,0,0,0,0,0,0,0,0,82,82,0,,-1,Propre réseau,,,,,,,0,,,,4,,,,,,,0,,,0,,1,,0,,,,
Mouscron,1032,50750054001,,,Emplacement vélos f2,Consignes fermées SNCB ,1,-1,0,,SNCB,,,SNCB,,Bâtiment à vélo,,Bâtiment de la gare,,,Autre,Carrelage,,Autre,,1,12,Bon,16,0,0,0,8,0,0,0,0,0,24,16,8,0,-1,,0,,,,,,1,,,,3,,,,,,,0,,,0,,1,,0,,,,
Nivelles ,1033,51240029302,,,Emplacement vélos f2,Local sécurisé,-1,1,1,batiment / potelet,SNCB,,,B-Parking (SNCB),,Dans bâtiment,,Dans un bâtiment,,,Dalles béton,,,Type SNCB,,1,15,Bon état,44,0,0,0,0,0,0,0,0,0,44,44,0,,,,,,,,,,0,,,,2,,,,,,,1,1,,1,,1,,0,,,,
Soignies ,1034,50960036001,,,Emplacement vélos f2,Hangar marchandises,0,0,1,HM,SNCB,,,SNCB,,Dans bâtiment,,Dans un bâtiment,,,,,,Support cycle,,1,8,bon,48,0,0,0,8,0,0,0,0,0,56,48,8,-1,-1,Propre réseau,0,,,,,,1,,,,1,,,,,,,0,,,0,,1,,0,,,,
Tournai ,1035,50940082001,,,Emplacement vélos f2,Abri bld Eisenhower parking P2,0,0,0,,SNCB,,,Point à vélo,,Places couvertes,,Propre toit,5x8,40,Gravier,,,Type SNCB,,1,50,Bon état,32,0,0,0,0,0,0,0,0,0,32,32,0,0,-1,Propre réseau,0,Eclairage via parking P2 et rue,,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Tubize ,1036,50960019004,,,Emplacement vélos f2,Dans le bâtiment,0,,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Dalles béton,,,Support cycle,,0,0,Bon,10,0,0,0,0,0,0,0,0,0,10,10,0,,-1,Propre réseau,,Ouverture et fermeture par le sous-chef,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Waterloo ,1037,51240015301,,,Emplacement vélos f2,Abri côté voie 2,0,,1,potelet / cloture,Infrabel,,,SNCB,,Places couvertes,,Propre toit,,25,Béton,,35,Type SNCB,,1,10,Très bon,16,0,0,0,0,0,0,0,0,0,16,16,0,,-1,Propre réseau,,,,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Jurbise ,1038,50960048001,,,Emplacement vélos f3,Motos Quai 1,0,0,0,,SNCB,,,SNCB,,Parking extérieur,,En dessous d'un auvent d'un bâtiment,,,,,,Autre,,1,4,Bon,0,0,0,0,4,0,0,0,0,0,4,0,4,0,-1,Propre réseau,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
La louviere-centre ,1039,51160006902,,,Emplacement vélos f3,Abri entrée BV,0,1,0,,Ville/Commune,,,Ville/Commune,,Places couvertes,,Propre toit,,,,,,autre,,0,0,Très bon,8,0,0,0,0,0,0,0,0,0,8,8,0,,,,,,,,,,0,,,,2,,,,,,,0,,,0,,1,,1,,,,
Mons ,1040,50960060012,,,Emplacement vélos f3,Parking motos P4,0,,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,,,,,,1,16,Bon,0,0,0,0,16,0,0,0,0,0,16,0,16,,0,,,,,,,,0,,,,4,,,,,,,0,,,0,,1,,0,,,,
Mouscron,1041,50750054001,,,Emplacement vélos f3,Box SNCB,1,-1,0,,SNCB,,,SNCB,,Places couvertes,,Box SNCB,,,,,,Autre,,1,12,Bon,24,0,0,0,0,0,0,0,0,0,24,24,0,-1,-1,,0,,,,,,1,,,,3,,,,,,,0,,,0,,1,,0,,,,
Soignies ,1042,50960036001,,,Emplacement vélos f3,Râteliers sur parking côté HM,0,,1,HM,SNCB,,,SNCB,,Parking extérieur,,,,,,,,Type SNCB,,1,8,Moyen,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Tournai ,1043,50940082001,,,Emplacement vélos f3,Gare Parking P1 (Box),1,-1,0,,SNCB,,,SNCB,,Places couvertes,,Safe-Bike box,2x11,22,Asphalte,,,Box,,1,50,À surveiller,20,0,0,0,0,0,0,0,0,0,20,20,0,-1,-1,Propre réseau,0,"20 Box avec accés par clé, Abonnement à l'année 75€/an",,,,,1,,,,2,,,,,,,0,,,0,,1,,0,,,,
Tubize ,1044,50960019004,,,Emplacement vélos f3,Abri côté gare bus,0,,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,,,Dalles béton,,,Type SNCB,,0,0,Très bon,24,0,0,0,0,0,0,0,0,0,24,24,0,,,,,,,,,,0,,,,1,,,,,,,0,,,0,,1,,0,,,,
Mons ,1045,50960060012,,,Emplacement vélos f4,Parking vélos côté Micx,0,,0,,SNCB,,,SNCB,,Parking extérieur,,,,,Asphalte,,,Type SNCB,,1,16,Bon,0,10,0,0,0,0,0,0,0,0,10,10,0,,,,,,,,,,0,,,,4,,,,,,,0,,,0,,1,,0,,,,
Tournai ,1046,50940082001,,,Emplacement vélos f4,"Abri motos, parking P1",0,0,0,,SNCB,,,SNCB,,Places couvertes,,Propre toit,5x8,40,Dalles béton,,,Autre,Barre au sol,1,50,Très bon,0,0,0,0,20,0,0,0,0,0,20,0,20,-1,-1,Propre réseau,0,,,,,,0,,,,2,,,,,,,0,,,0,,1,,0,,,,
Mons ,1047,50960060012,,,Emplacement vélos f5,Parking vélos pro vélo,1,1,0,,SNCB,,Oui,Pro vélo,,Places couvertes,,Propre toit,,,Asphalte,,,Type SNCB,,1,16,Très bon,22,0,0,0,0,0,0,0,0,0,22,22,0,-1,-1,Propre réseau,,,,,,,0,,,,4,,,,,,,0,,,0,,1,,0,,,,
Bissegem,1048,30690003209,,,Fietsenstalling f2,Naast station,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Openlucht,,,,,Andere,kasseien,,Andere,beugels,0,0,Goede staat,0,7,0,0,0,0,0,0,0,0,7,7,0,0,0,,0,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,
Deinze,1049,30750015309,,,Fietsenstalling f2,onder viaduct naast parking P4,,,0,NVT,NMBS,,Nee,Stad/Gemeente,,Andere,onder spoorviaduct,Onder viaduct,,,Asfalt,,,Type NMBS,+ 26 fietskluizen,0,14,Goede staat,432,0,14,0,14,0,0,0,0,0,460,446,14,0,-1,Stadsnet,-1,+ 26 fietskluizen,,,,,,,,,,,,,,,,0,,,1,,,,,,,,
Arlon ,1050,41620197540,,,Emplacement vélos f3,Parking P1 à gauche du BV,0,0,0,,SNCB,,Non,B-Parking (SNCB),,Abri couvert,,Type Standard 1 (arc),,,Dalles béton,,,Type SNCB,,1,8,Bon état,12,0,0,0,4,0,0,0,0,0,16,12,4,,,,,,,,,,,,,,3,,,,,,,1,0,,1,,1,,1,,,,
